,State Name,County,Year,Population,FIPS,State Abbr,_merge
14728,Indiana,Pulaski County,2008.0,13646,18131,IN,both
14729,Indiana,Pulaski County,2009.0,13548,18131,IN,both
14730,Indiana,Pulaski County,2010.0,13323,18131,IN,both
14731,Indiana,Pulaski County,2011.0,13229,18131,IN,both
14732,Indiana,Pulaski County,2012.0,13009,18131,IN,both
14733,Indiana,Pulaski County,2013.0,12939,18131,IN,both
14734,Indiana,Pulaski County,2014.0,12916,18131,IN,both
14735,Indiana,Pulaski County,2015.0,12804,18131,IN,both
14736,Indiana,Pulaski County,2016.0,12618,18131,IN,both
14737,Indiana,Pulaski County,2017.0,12529,18131,IN,both
14738,Indiana,Pulaski County,2018.0,12492,18131,IN,both
14739,Indiana,Pulaski County,2019.0,12353,18131,IN,both
14740,Indiana,Putnam County,2000.0,36180,18133,IN,both
14741,Indiana,Putnam County,2001.0,36382,18133,IN,both
14742,Indiana,Putnam County,2002.0,36525,18133,IN,both
14743,Indiana,Putnam County,2003.0,37145,18133,IN,both
14744,Indiana,Putnam County,2004.0,37516,18133,IN,both
14745,Indiana,Putnam County,2005.0,37780,18133,IN,both
14746,Indiana,Putnam County,2006.0,37768,18133,IN,both
14747,Indiana,Putnam County,2007.0,38189,18133,IN,both
14748,Indiana,Putnam County,2008.0,38325,18133,IN,both
14749,Indiana,Putnam County,2009.0,38052,18133,IN,both
14750,Indiana,Putnam County,2010.0,37909,18133,IN,both
14751,Indiana,Putnam County,2011.0,37867,18133,IN,both
14752,Indiana,Putnam County,2012.0,37640,18133,IN,both
14753,Indiana,Putnam County,2013.0,37494,18133,IN,both
14754,Indiana,Putnam County,2014.0,37451,18133,IN,both
14755,Indiana,Putnam County,2015.0,37382,18133,IN,both
14756,Indiana,Putnam County,2016.0,37113,18133,IN,both
14757,Indiana,Putnam County,2017.0,37363,18133,IN,both
14758,Indiana,Putnam County,2018.0,37486,18133,IN,both
14759,Indiana,Putnam County,2019.0,37576,18133,IN,both
14760,Indiana,Randolph County,2000.0,27363,18135,IN,both
14761,Indiana,Randolph County,2001.0,27166,18135,IN,both
14762,Indiana,Randolph County,2002.0,26989,18135,IN,both
14763,Indiana,Randolph County,2003.0,26763,18135,IN,both
14764,Indiana,Randolph County,2004.0,26582,18135,IN,both
14765,Indiana,Randolph County,2005.0,26517,18135,IN,both
14766,Indiana,Randolph County,2006.0,26415,18135,IN,both
14767,Indiana,Randolph County,2007.0,26223,18135,IN,both
14768,Indiana,Randolph County,2008.0,26300,18135,IN,both
14769,Indiana,Randolph County,2009.0,26240,18135,IN,both
14770,Indiana,Randolph County,2010.0,26178,18135,IN,both
14771,Indiana,Randolph County,2011.0,26033,18135,IN,both
14772,Indiana,Randolph County,2012.0,25857,18135,IN,both
14773,Indiana,Randolph County,2013.0,25617,18135,IN,both
14774,Indiana,Randolph County,2014.0,25331,18135,IN,both
14775,Indiana,Randolph County,2015.0,25138,18135,IN,both
14776,Indiana,Randolph County,2016.0,25112,18135,IN,both
14777,Indiana,Randolph County,2017.0,24907,18135,IN,both
14778,Indiana,Randolph County,2018.0,24806,18135,IN,both
14779,Indiana,Randolph County,2019.0,24665,18135,IN,both
14780,Indiana,Ripley County,2000.0,26654,18137,IN,both
14781,Indiana,Ripley County,2001.0,27130,18137,IN,both
14782,Indiana,Ripley County,2002.0,27421,18137,IN,both
14783,Indiana,Ripley County,2003.0,27615,18137,IN,both
14784,Indiana,Ripley County,2004.0,27849,18137,IN,both
14785,Indiana,Ripley County,2005.0,28040,18137,IN,both
14786,Indiana,Ripley County,2006.0,28352,18137,IN,both
14787,Indiana,Ripley County,2007.0,28361,18137,IN,both
14788,Indiana,Ripley County,2008.0,28605,18137,IN,both
14789,Indiana,Ripley County,2009.0,28716,18137,IN,both
14790,Indiana,Ripley County,2010.0,28815,18137,IN,both
14791,Indiana,Ripley County,2011.0,28645,18137,IN,both
14792,Indiana,Ripley County,2012.0,28447,18137,IN,both
14793,Indiana,Ripley County,2013.0,28296,18137,IN,both
14794,Indiana,Ripley County,2014.0,28340,18137,IN,both
14795,Indiana,Ripley County,2015.0,28372,18137,IN,both
14796,Indiana,Ripley County,2016.0,28381,18137,IN,both
14797,Indiana,Ripley County,2017.0,28428,18137,IN,both
14798,Indiana,Ripley County,2018.0,28450,18137,IN,both
14799,Indiana,Ripley County,2019.0,28324,18137,IN,both
14800,Indiana,Rush County,2000.0,18194,18139,IN,both
14801,Indiana,Rush County,2001.0,18145,18139,IN,both
14802,Indiana,Rush County,2002.0,18034,18139,IN,both
14803,Indiana,Rush County,2003.0,18090,18139,IN,both
14804,Indiana,Rush County,2004.0,17869,18139,IN,both
14805,Indiana,Rush County,2005.0,17826,18139,IN,both
14806,Indiana,Rush County,2006.0,17723,18139,IN,both
14807,Indiana,Rush County,2007.0,17756,18139,IN,both
14808,Indiana,Rush County,2008.0,17543,18139,IN,both
14809,Indiana,Rush County,2009.0,17461,18139,IN,both
14810,Indiana,Rush County,2010.0,17384,18139,IN,both
14811,Indiana,Rush County,2011.0,17285,18139,IN,both
14812,Indiana,Rush County,2012.0,17108,18139,IN,both
14813,Indiana,Rush County,2013.0,16996,18139,IN,both
14814,Indiana,Rush County,2014.0,16845,18139,IN,both
14815,Indiana,Rush County,2015.0,16708,18139,IN,both
14816,Indiana,Rush County,2016.0,16639,18139,IN,both
14817,Indiana,Rush County,2017.0,16643,18139,IN,both
14818,Indiana,Rush County,2018.0,16635,18139,IN,both
14819,Indiana,Rush County,2019.0,16581,18139,IN,both
14820,Indiana,St. Joseph County,2000.0,265845,18141,IN,both
14821,Indiana,St. Joseph County,2001.0,265502,18141,IN,both
14822,Indiana,St. Joseph County,2002.0,265090,18141,IN,both
14823,Indiana,St. Joseph County,2003.0,264762,18141,IN,both
14824,Indiana,St. Joseph County,2004.0,264541,18141,IN,both
14825,Indiana,St. Joseph County,2005.0,264863,18141,IN,both
14826,Indiana,St. Joseph County,2006.0,265496,18141,IN,both
14827,Indiana,St. Joseph County,2007.0,266045,18141,IN,both
14828,Indiana,St. Joseph County,2008.0,267282,18141,IN,both
14829,Indiana,St. Joseph County,2009.0,266827,18141,IN,both
14830,Indiana,St. Joseph County,2010.0,266797,18141,IN,both
14831,Indiana,St. Joseph County,2011.0,266680,18141,IN,both
14832,Indiana,St. Joseph County,2012.0,266492,18141,IN,both
14833,Indiana,St. Joseph County,2013.0,267054,18141,IN,both
14834,Indiana,St. Joseph County,2014.0,267848,18141,IN,both
14835,Indiana,St. Joseph County,2015.0,268361,18141,IN,both
14836,Indiana,St. Joseph County,2016.0,269862,18141,IN,both
14837,Indiana,St. Joseph County,2017.0,270057,18141,IN,both
14838,Indiana,St. Joseph County,2018.0,270972,18141,IN,both
14839,Indiana,St. Joseph County,2019.0,271826,18141,IN,both
14840,Indiana,Scott County,2000.0,23049,18143,IN,both
14841,Indiana,Scott County,2001.0,23332,18143,IN,both
14842,Indiana,Scott County,2002.0,23370,18143,IN,both
14843,Indiana,Scott County,2003.0,23638,18143,IN,both
14844,Indiana,Scott County,2004.0,23626,18143,IN,both
14845,Indiana,Scott County,2005.0,23889,18143,IN,both
14846,Indiana,Scott County,2006.0,23982,18143,IN,both
14847,Indiana,Scott County,2007.0,24137,18143,IN,both
14848,Indiana,Scott County,2008.0,24089,18143,IN,both
14849,Indiana,Scott County,2009.0,24165,18143,IN,both
14850,Indiana,Scott County,2010.0,24171,18143,IN,both
14851,Indiana,Scott County,2011.0,23907,18143,IN,both
14852,Indiana,Scott County,2012.0,23723,18143,IN,both
14853,Indiana,Scott County,2013.0,23755,18143,IN,both
14854,Indiana,Scott County,2014.0,23636,18143,IN,both
14855,Indiana,Scott County,2015.0,23660,18143,IN,both
14856,Indiana,Scott County,2016.0,23687,18143,IN,both
14857,Indiana,Scott County,2017.0,23793,18143,IN,both
14858,Indiana,Scott County,2018.0,23784,18143,IN,both
14859,Indiana,Scott County,2019.0,23873,18143,IN,both
14860,Indiana,Shelby County,2000.0,43479,18145,IN,both
14861,Indiana,Shelby County,2001.0,43746,18145,IN,both
14862,Indiana,Shelby County,2002.0,43577,18145,IN,both
14863,Indiana,Shelby County,2003.0,43385,18145,IN,both
14864,Indiana,Shelby County,2004.0,43488,18145,IN,both
14865,Indiana,Shelby County,2005.0,43482,18145,IN,both
14866,Indiana,Shelby County,2006.0,43812,18145,IN,both
14867,Indiana,Shelby County,2007.0,44086,18145,IN,both
14868,Indiana,Shelby County,2008.0,44345,18145,IN,both
14869,Indiana,Shelby County,2009.0,44551,18145,IN,both
14870,Indiana,Shelby County,2010.0,44297,18145,IN,both
14871,Indiana,Shelby County,2011.0,44280,18145,IN,both
14872,Indiana,Shelby County,2012.0,44257,18145,IN,both
14873,Indiana,Shelby County,2013.0,44333,18145,IN,both
14874,Indiana,Shelby County,2014.0,44358,18145,IN,both
14875,Indiana,Shelby County,2015.0,44341,18145,IN,both
14876,Indiana,Shelby County,2016.0,44229,18145,IN,both
14877,Indiana,Shelby County,2017.0,44367,18145,IN,both
14878,Indiana,Shelby County,2018.0,44522,18145,IN,both
14879,Indiana,Shelby County,2019.0,44729,18145,IN,both
14880,Indiana,Spencer County,2000.0,20432,18147,IN,both
14881,Indiana,Spencer County,2001.0,20465,18147,IN,both
14882,Indiana,Spencer County,2002.0,20422,18147,IN,both
14883,Indiana,Spencer County,2003.0,20529,18147,IN,both
14884,Indiana,Spencer County,2004.0,20605,18147,IN,both
14885,Indiana,Spencer County,2005.0,20896,18147,IN,both
14886,Indiana,Spencer County,2006.0,20977,18147,IN,both
14887,Indiana,Spencer County,2007.0,21032,18147,IN,both
14888,Indiana,Spencer County,2008.0,20978,18147,IN,both
14889,Indiana,Spencer County,2009.0,20992,18147,IN,both
14890,Indiana,Spencer County,2010.0,20915,18147,IN,both
14891,Indiana,Spencer County,2011.0,20969,18147,IN,both
14892,Indiana,Spencer County,2012.0,20783,18147,IN,both
14893,Indiana,Spencer County,2013.0,20762,18147,IN,both
14894,Indiana,Spencer County,2014.0,20762,18147,IN,both
14895,Indiana,Spencer County,2015.0,20640,18147,IN,both
14896,Indiana,Spencer County,2016.0,20491,18147,IN,both
14897,Indiana,Spencer County,2017.0,20440,18147,IN,both
14898,Indiana,Spencer County,2018.0,20385,18147,IN,both
14899,Indiana,Spencer County,2019.0,20277,18147,IN,both
14900,Indiana,Starke County,2000.0,23525,18149,IN,both
14901,Indiana,Starke County,2001.0,23217,18149,IN,both
14902,Indiana,Starke County,2002.0,23361,18149,IN,both
14903,Indiana,Starke County,2003.0,23336,18149,IN,both
14904,Indiana,Starke County,2004.0,23310,18149,IN,both
14905,Indiana,Starke County,2005.0,23394,18149,IN,both
14906,Indiana,Starke County,2006.0,23362,18149,IN,both
14907,Indiana,Starke County,2007.0,23260,18149,IN,both
14908,Indiana,Starke County,2008.0,23379,18149,IN,both
14909,Indiana,Starke County,2009.0,23343,18149,IN,both
14910,Indiana,Starke County,2010.0,23345,18149,IN,both
14911,Indiana,Starke County,2011.0,23171,18149,IN,both
14912,Indiana,Starke County,2012.0,23160,18149,IN,both
14913,Indiana,Starke County,2013.0,23139,18149,IN,both
14914,Indiana,Starke County,2014.0,22956,18149,IN,both
14915,Indiana,Starke County,2015.0,22860,18149,IN,both
14916,Indiana,Starke County,2016.0,23019,18149,IN,both
14917,Indiana,Starke County,2017.0,22935,18149,IN,both
14918,Indiana,Starke County,2018.0,22951,18149,IN,both
14919,Indiana,Starke County,2019.0,22995,18149,IN,both
14920,Indiana,Steuben County,2000.0,33339,18151,IN,both
14921,Indiana,Steuben County,2001.0,33556,18151,IN,both
14922,Indiana,Steuben County,2002.0,33496,18151,IN,both
14923,Indiana,Steuben County,2003.0,33789,18151,IN,both
14924,Indiana,Steuben County,2004.0,33718,18151,IN,both
14925,Indiana,Steuben County,2005.0,33926,18151,IN,both
14926,Indiana,Steuben County,2006.0,34044,18151,IN,both
14927,Indiana,Steuben County,2007.0,34004,18151,IN,both
14928,Indiana,Steuben County,2008.0,34055,18151,IN,both
14929,Indiana,Steuben County,2009.0,34194,18151,IN,both
14930,Indiana,Steuben County,2010.0,34109,18151,IN,both
14931,Indiana,Steuben County,2011.0,34068,18151,IN,both
14932,Indiana,Steuben County,2012.0,34158,18151,IN,both
14933,Indiana,Steuben County,2013.0,34371,18151,IN,both
14934,Indiana,Steuben County,2014.0,34491,18151,IN,both
14935,Indiana,Steuben County,2015.0,34469,18151,IN,both
14936,Indiana,Steuben County,2016.0,34329,18151,IN,both
14937,Indiana,Steuben County,2017.0,34384,18151,IN,both
14938,Indiana,Steuben County,2018.0,34487,18151,IN,both
14939,Indiana,Steuben County,2019.0,34594,18151,IN,both
14940,Indiana,Sullivan County,2000.0,21756,18153,IN,both
14941,Indiana,Sullivan County,2001.0,21771,18153,IN,both
14942,Indiana,Sullivan County,2002.0,21792,18153,IN,both
14943,Indiana,Sullivan County,2003.0,21801,18153,IN,both
14944,Indiana,Sullivan County,2004.0,21809,18153,IN,both
14945,Indiana,Sullivan County,2005.0,21689,18153,IN,both
14946,Indiana,Sullivan County,2006.0,21540,18153,IN,both
14947,Indiana,Sullivan County,2007.0,21558,18153,IN,both
14948,Indiana,Sullivan County,2008.0,21550,18153,IN,both
14949,Indiana,Sullivan County,2009.0,21483,18153,IN,both
14950,Indiana,Sullivan County,2010.0,21390,18153,IN,both
14951,Indiana,Sullivan County,2011.0,21218,18153,IN,both
14952,Indiana,Sullivan County,2012.0,21203,18153,IN,both
14953,Indiana,Sullivan County,2013.0,21138,18153,IN,both
14954,Indiana,Sullivan County,2014.0,20995,18153,IN,both
14955,Indiana,Sullivan County,2015.0,20874,18153,IN,both
14956,Indiana,Sullivan County,2016.0,20710,18153,IN,both
14957,Indiana,Sullivan County,2017.0,20700,18153,IN,both
14958,Indiana,Sullivan County,2018.0,20696,18153,IN,both
14959,Indiana,Sullivan County,2019.0,20669,18153,IN,both
14960,Indiana,Switzerland County,2000.0,9129,18155,IN,both
14961,Indiana,Switzerland County,2001.0,9465,18155,IN,both
14962,Indiana,Switzerland County,2002.0,9711,18155,IN,both
14963,Indiana,Switzerland County,2003.0,9722,18155,IN,both
14964,Indiana,Switzerland County,2004.0,9863,18155,IN,both
14965,Indiana,Switzerland County,2005.0,10165,18155,IN,both
14966,Indiana,Switzerland County,2006.0,10151,18155,IN,both
14967,Indiana,Switzerland County,2007.0,10271,18155,IN,both
14968,Indiana,Switzerland County,2008.0,10387,18155,IN,both
14969,Indiana,Switzerland County,2009.0,10541,18155,IN,both
14970,Indiana,Switzerland County,2010.0,10717,18155,IN,both
14971,Indiana,Switzerland County,2011.0,10632,18155,IN,both
14972,Indiana,Switzerland County,2012.0,10462,18155,IN,both
14973,Indiana,Switzerland County,2013.0,10598,18155,IN,both
14974,Indiana,Switzerland County,2014.0,10564,18155,IN,both
14975,Indiana,Switzerland County,2015.0,10614,18155,IN,both
14976,Indiana,Switzerland County,2016.0,10641,18155,IN,both
14977,Indiana,Switzerland County,2017.0,10686,18155,IN,both
14978,Indiana,Switzerland County,2018.0,10731,18155,IN,both
14979,Indiana,Switzerland County,2019.0,10751,18155,IN,both
14980,Indiana,Tippecanoe County,2000.0,149359,18157,IN,both
14981,Indiana,Tippecanoe County,2001.0,151095,18157,IN,both
14982,Indiana,Tippecanoe County,2002.0,152348,18157,IN,both
14983,Indiana,Tippecanoe County,2003.0,154040,18157,IN,both
14984,Indiana,Tippecanoe County,2004.0,155832,18157,IN,both
14985,Indiana,Tippecanoe County,2005.0,158834,18157,IN,both
14986,Indiana,Tippecanoe County,2006.0,163010,18157,IN,both
14987,Indiana,Tippecanoe County,2007.0,166226,18157,IN,both
14988,Indiana,Tippecanoe County,2008.0,169039,18157,IN,both
14989,Indiana,Tippecanoe County,2009.0,171937,18157,IN,both
14990,Indiana,Tippecanoe County,2010.0,173104,18157,IN,both
14991,Indiana,Tippecanoe County,2011.0,175861,18157,IN,both
14992,Indiana,Tippecanoe County,2012.0,179124,18157,IN,both
14993,Indiana,Tippecanoe County,2013.0,181953,18157,IN,both
14994,Indiana,Tippecanoe County,2014.0,184433,18157,IN,both
14995,Indiana,Tippecanoe County,2015.0,186723,18157,IN,both
14996,Indiana,Tippecanoe County,2016.0,190292,18157,IN,both
14997,Indiana,Tippecanoe County,2017.0,191199,18157,IN,both
14998,Indiana,Tippecanoe County,2018.0,193817,18157,IN,both
14999,Indiana,Tippecanoe County,2019.0,195732,18157,IN,both
15000,Indiana,Tipton County,2000.0,16582,18159,IN,both
15001,Indiana,Tipton County,2001.0,16508,18159,IN,both
15002,Indiana,Tipton County,2002.0,16529,18159,IN,both
15003,Indiana,Tipton County,2003.0,16511,18159,IN,both
15004,Indiana,Tipton County,2004.0,16510,18159,IN,both
15005,Indiana,Tipton County,2005.0,16411,18159,IN,both
15006,Indiana,Tipton County,2006.0,16326,18159,IN,both
15007,Indiana,Tipton County,2007.0,16257,18159,IN,both
15008,Indiana,Tipton County,2008.0,16137,18159,IN,both
15009,Indiana,Tipton County,2009.0,16046,18159,IN,both
15010,Indiana,Tipton County,2010.0,15878,18159,IN,both
15011,Indiana,Tipton County,2011.0,15816,18159,IN,both
15012,Indiana,Tipton County,2012.0,15659,18159,IN,both
15013,Indiana,Tipton County,2013.0,15544,18159,IN,both
15014,Indiana,Tipton County,2014.0,15405,18159,IN,both
15015,Indiana,Tipton County,2015.0,15249,18159,IN,both
15016,Indiana,Tipton County,2016.0,15163,18159,IN,both
15017,Indiana,Tipton County,2017.0,15137,18159,IN,both
15018,Indiana,Tipton County,2018.0,15112,18159,IN,both
15019,Indiana,Tipton County,2019.0,15148,18159,IN,both
15020,Indiana,Union County,2000.0,7343,18161,IN,both
15021,Indiana,Union County,2001.0,7323,18161,IN,both
15022,Indiana,Union County,2002.0,7366,18161,IN,both
15023,Indiana,Union County,2003.0,7293,18161,IN,both
15024,Indiana,Union County,2004.0,7291,18161,IN,both
15025,Indiana,Union County,2005.0,7378,18161,IN,both
15026,Indiana,Union County,2006.0,7432,18161,IN,both
15027,Indiana,Union County,2007.0,7467,18161,IN,both
15028,Indiana,Union County,2008.0,7428,18161,IN,both
15029,Indiana,Union County,2009.0,7466,18161,IN,both
15030,Indiana,Union County,2010.0,7537,18161,IN,both
15031,Indiana,Union County,2011.0,7496,18161,IN,both
15032,Indiana,Union County,2012.0,7352,18161,IN,both
15033,Indiana,Union County,2013.0,7307,18161,IN,both
15034,Indiana,Union County,2014.0,7241,18161,IN,both
15035,Indiana,Union County,2015.0,7185,18161,IN,both
15036,Indiana,Union County,2016.0,7139,18161,IN,both
15037,Indiana,Union County,2017.0,7159,18161,IN,both
15038,Indiana,Union County,2018.0,7029,18161,IN,both
15039,Indiana,Union County,2019.0,7054,18161,IN,both
15040,Indiana,Vanderburgh County,2000.0,172052,18163,IN,both
15041,Indiana,Vanderburgh County,2001.0,172449,18163,IN,both
15042,Indiana,Vanderburgh County,2002.0,173067,18163,IN,both
15043,Indiana,Vanderburgh County,2003.0,174239,18163,IN,both
15044,Indiana,Vanderburgh County,2004.0,175113,18163,IN,both
15045,Indiana,Vanderburgh County,2005.0,175769,18163,IN,both
15046,Indiana,Vanderburgh County,2006.0,176822,18163,IN,both
15047,Indiana,Vanderburgh County,2007.0,177789,18163,IN,both
15048,Indiana,Vanderburgh County,2008.0,178053,18163,IN,both
15049,Indiana,Vanderburgh County,2009.0,178995,18163,IN,both
15050,Indiana,Vanderburgh County,2010.0,179842,18163,IN,both
15051,Indiana,Vanderburgh County,2011.0,180468,18163,IN,both
15052,Indiana,Vanderburgh County,2012.0,181040,18163,IN,both
15053,Indiana,Vanderburgh County,2013.0,181580,18163,IN,both
15054,Indiana,Vanderburgh County,2014.0,181934,18163,IN,both
15055,Indiana,Vanderburgh County,2015.0,181504,18163,IN,both
15056,Indiana,Vanderburgh County,2016.0,181427,18163,IN,both
15057,Indiana,Vanderburgh County,2017.0,180954,18163,IN,both
15058,Indiana,Vanderburgh County,2018.0,181120,18163,IN,both
15059,Indiana,Vanderburgh County,2019.0,181451,18163,IN,both
15060,Indiana,Vermillion County,2000.0,16772,18165,IN,both
15061,Indiana,Vermillion County,2001.0,16639,18165,IN,both
15062,Indiana,Vermillion County,2002.0,16556,18165,IN,both
15063,Indiana,Vermillion County,2003.0,16493,18165,IN,both
15064,Indiana,Vermillion County,2004.0,16515,18165,IN,both
15065,Indiana,Vermillion County,2005.0,16603,18165,IN,both
15066,Indiana,Vermillion County,2006.0,16585,18165,IN,both
15067,Indiana,Vermillion County,2007.0,16561,18165,IN,both
15068,Indiana,Vermillion County,2008.0,16387,18165,IN,both
15069,Indiana,Vermillion County,2009.0,16377,18165,IN,both
15070,Indiana,Vermillion County,2010.0,16116,18165,IN,both
15071,Indiana,Vermillion County,2011.0,16072,18165,IN,both
15072,Indiana,Vermillion County,2012.0,15923,18165,IN,both
15073,Indiana,Vermillion County,2013.0,15852,18165,IN,both
15074,Indiana,Vermillion County,2014.0,15659,18165,IN,both
15075,Indiana,Vermillion County,2015.0,15593,18165,IN,both
15076,Indiana,Vermillion County,2016.0,15593,18165,IN,both
15077,Indiana,Vermillion County,2017.0,15503,18165,IN,both
15078,Indiana,Vermillion County,2018.0,15510,18165,IN,both
15079,Indiana,Vermillion County,2019.0,15498,18165,IN,both
15080,Indiana,Vigo County,2000.0,105762,18167,IN,both
15081,Indiana,Vigo County,2001.0,105482,18167,IN,both
15082,Indiana,Vigo County,2002.0,105221,18167,IN,both
15083,Indiana,Vigo County,2003.0,105356,18167,IN,both
15084,Indiana,Vigo County,2004.0,104662,18167,IN,both
15085,Indiana,Vigo County,2005.0,105245,18167,IN,both
15086,Indiana,Vigo County,2006.0,106509,18167,IN,both
15087,Indiana,Vigo County,2007.0,106885,18167,IN,both
15088,Indiana,Vigo County,2008.0,106972,18167,IN,both
15089,Indiana,Vigo County,2009.0,107429,18167,IN,both
15090,Indiana,Vigo County,2010.0,107888,18167,IN,both
15091,Indiana,Vigo County,2011.0,108330,18167,IN,both
15092,Indiana,Vigo County,2012.0,108523,18167,IN,both
15093,Indiana,Vigo County,2013.0,108200,18167,IN,both
15094,Indiana,Vigo County,2014.0,107920,18167,IN,both
15095,Indiana,Vigo County,2015.0,107533,18167,IN,both
15096,Indiana,Vigo County,2016.0,107790,18167,IN,both
15097,Indiana,Vigo County,2017.0,107569,18167,IN,both
15098,Indiana,Vigo County,2018.0,107367,18167,IN,both
15099,Indiana,Vigo County,2019.0,107038,18167,IN,both
15100,Indiana,Wabash County,2000.0,34993,18169,IN,both
15101,Indiana,Wabash County,2001.0,34700,18169,IN,both
15102,Indiana,Wabash County,2002.0,34488,18169,IN,both
15103,Indiana,Wabash County,2003.0,34325,18169,IN,both
15104,Indiana,Wabash County,2004.0,34131,18169,IN,both
15105,Indiana,Wabash County,2005.0,33806,18169,IN,both
15106,Indiana,Wabash County,2006.0,33665,18169,IN,both
15107,Indiana,Wabash County,2007.0,33361,18169,IN,both
15108,Indiana,Wabash County,2008.0,33238,18169,IN,both
15109,Indiana,Wabash County,2009.0,33036,18169,IN,both
15110,Indiana,Wabash County,2010.0,32848,18169,IN,both
15111,Indiana,Wabash County,2011.0,32567,18169,IN,both
15112,Indiana,Wabash County,2012.0,32386,18169,IN,both
15113,Indiana,Wabash County,2013.0,32269,18169,IN,both
15114,Indiana,Wabash County,2014.0,32100,18169,IN,both
15115,Indiana,Wabash County,2015.0,31860,18169,IN,both
15116,Indiana,Wabash County,2016.0,31513,18169,IN,both
15117,Indiana,Wabash County,2017.0,31380,18169,IN,both
15118,Indiana,Wabash County,2018.0,31198,18169,IN,both
15119,Indiana,Wabash County,2019.0,30996,18169,IN,both
15120,Indiana,Warren County,2000.0,8435,18171,IN,both
15121,Indiana,Warren County,2001.0,8553,18171,IN,both
15122,Indiana,Warren County,2002.0,8598,18171,IN,both
15123,Indiana,Warren County,2003.0,8589,18171,IN,both
15124,Indiana,Warren County,2004.0,8609,18171,IN,both
15125,Indiana,Warren County,2005.0,8626,18171,IN,both
15126,Indiana,Warren County,2006.0,8625,18171,IN,both
15127,Indiana,Warren County,2007.0,8554,18171,IN,both
15128,Indiana,Warren County,2008.0,8602,18171,IN,both
15129,Indiana,Warren County,2009.0,8533,18171,IN,both
15130,Indiana,Warren County,2010.0,8521,18171,IN,both
15131,Indiana,Warren County,2011.0,8470,18171,IN,both
15132,Indiana,Warren County,2012.0,8392,18171,IN,both
15133,Indiana,Warren County,2013.0,8369,18171,IN,both
15134,Indiana,Warren County,2014.0,8339,18171,IN,both
15135,Indiana,Warren County,2015.0,8270,18171,IN,both
15136,Indiana,Warren County,2016.0,8165,18171,IN,both
15137,Indiana,Warren County,2017.0,8204,18171,IN,both
15138,Indiana,Warren County,2018.0,8280,18171,IN,both
15139,Indiana,Warren County,2019.0,8265,18171,IN,both
15140,Indiana,Warrick County,2000.0,52531,18173,IN,both
15141,Indiana,Warrick County,2001.0,52780,18173,IN,both
15142,Indiana,Warrick County,2002.0,53317,18173,IN,both
15143,Indiana,Warrick County,2003.0,54439,18173,IN,both
15144,Indiana,Warrick County,2004.0,55171,18173,IN,both
15145,Indiana,Warrick County,2005.0,56066,18173,IN,both
15146,Indiana,Warrick County,2006.0,56746,18173,IN,both
15147,Indiana,Warrick County,2007.0,57754,18173,IN,both
15148,Indiana,Warrick County,2008.0,58435,18173,IN,both
15149,Indiana,Warrick County,2009.0,59197,18173,IN,both
15150,Indiana,Warrick County,2010.0,59839,18173,IN,both
15151,Indiana,Warrick County,2011.0,60201,18173,IN,both
15152,Indiana,Warrick County,2012.0,60347,18173,IN,both
15153,Indiana,Warrick County,2013.0,60852,18173,IN,both
15154,Indiana,Warrick County,2014.0,60956,18173,IN,both
15155,Indiana,Warrick County,2015.0,61522,18173,IN,both
15156,Indiana,Warrick County,2016.0,62005,18173,IN,both
15157,Indiana,Warrick County,2017.0,62401,18173,IN,both
15158,Indiana,Warrick County,2018.0,62474,18173,IN,both
15159,Indiana,Warrick County,2019.0,62998,18173,IN,both
15160,Indiana,Washington County,2000.0,27247,18175,IN,both
15161,Indiana,Washington County,2001.0,27484,18175,IN,both
15162,Indiana,Washington County,2002.0,27674,18175,IN,both
15163,Indiana,Washington County,2003.0,27736,18175,IN,both
15164,Indiana,Washington County,2004.0,27854,18175,IN,both
15165,Indiana,Washington County,2005.0,27893,18175,IN,both
15166,Indiana,Washington County,2006.0,28164,18175,IN,both
15167,Indiana,Washington County,2007.0,28236,18175,IN,both
15168,Indiana,Washington County,2008.0,28298,18175,IN,both
15169,Indiana,Washington County,2009.0,28144,18175,IN,both
15170,Indiana,Washington County,2010.0,28292,18175,IN,both
15171,Indiana,Washington County,2011.0,28196,18175,IN,both
15172,Indiana,Washington County,2012.0,27913,18175,IN,both
15173,Indiana,Washington County,2013.0,27779,18175,IN,both
15174,Indiana,Washington County,2014.0,27886,18175,IN,both
15175,Indiana,Washington County,2015.0,27774,18175,IN,both
15176,Indiana,Washington County,2016.0,27728,18175,IN,both
15177,Indiana,Washington County,2017.0,27771,18175,IN,both
15178,Indiana,Washington County,2018.0,27932,18175,IN,both
15179,Indiana,Washington County,2019.0,28036,18175,IN,both
15180,Indiana,Wayne County,2000.0,71033,18177,IN,both
15181,Indiana,Wayne County,2001.0,70712,18177,IN,both
15182,Indiana,Wayne County,2002.0,70545,18177,IN,both
15183,Indiana,Wayne County,2003.0,70490,18177,IN,both
15184,Indiana,Wayne County,2004.0,70070,18177,IN,both
15185,Indiana,Wayne County,2005.0,69793,18177,IN,both
15186,Indiana,Wayne County,2006.0,69642,18177,IN,both
15187,Indiana,Wayne County,2007.0,69365,18177,IN,both
15188,Indiana,Wayne County,2008.0,69093,18177,IN,both
15189,Indiana,Wayne County,2009.0,68984,18177,IN,both
